title,company,location,posted_date,salary,skills,experience_required,description,employment_type,url,source,repost_count,first_seen,last_seen
Software Engineer,MinIO,Saudi Arabia - via LinkedIn,,,agentic,Not Specified,"MinIO is the data and memory foundation for enterprise AI. Built for the speed, scale, and economics that AI and analytics demand, AIStor and MemKV unify every layer of the data stack, from agentic and inference context memory to tables and objects across core, edge, and cloud. Trusted by 77% of the",Full-time,https://sa.linkedin.com/jobs/view/software-engineer-at-minio-4428125825,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
AI Native Software Engineer,Accenture,Riyadh - via GulfTalent,,,Not Specified,Not Specified,"We are

A forward-thinking services company at the forefront of AI-native innovation. We partner with enterprise clients to create next-generation, agent-powered workflows engineered to scale in real-world settings. Our engineers embed deeply with customers, moving projects beyond experimentation in",Full-time,https://www.gulftalent.com/saudi-arabia/jobs/ai-native-software-engineer-612083,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Embedded Software Engineer (Mid-Senior Level),Movandi,Riyadh - via LinkedIn,,,Not Specified,Not Specified,"Movandi has made a big impact on 5G in a short amount of time — from foundational research and innovative modular, high efficiency mmWave system design to the introduction of our BeamXR 5G system that delivers improvements in performance, coverage, and latency to connect 5G everywhere. Now more than",Full-time,https://sa.linkedin.com/jobs/view/embedded-software-engineer-mid-senior-level-at-movandi-4392428770,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Senior Software Engineer - Backend,Delivery Hero,Riyadh - via Delivery Hero,,,Not Specified,Not Specified,"About the opportunity

We are looking for a highly talented Senior Backend Engineer to join our Riyadh office. If you are looking for a place where you can gain hands-on experience and create a direct impact, then this may be the place for you! The ideal candidate will have a track record as a signi",Not Specified,https://careers.deliveryhero.com/job/senior-software-engineer-backend-in-riyadh-saudi-arabia-jid-7417,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Software Engineer (KHOBAR),Join Solutions,Khobar - via BeBee,,,Not Specified,Not Specified,"We are looking for a Software Engineer to be responsible for applying the principles of engineering to software development. Their role includes analyzing and modifying existing software as well as designing, constructing, and testing end-user applications that meet user needs — all through software",Full-time,https://bebee.com/sa/jobs/software-engineer-khobar-join-solutions-khobar--ss-sa-1i2a1c2,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
"Riyadh, Saudi Arabia Software Engineering Posted 15 hours ago",Qualcomm,Riyadh - via Jobs In Saudi Arabia - Jooble,,,Not Specified,Not Specified,"## Rack SW AI Infrastructure Management (AIMS), UI, Orchestration & Lifecycle Management & Networking Engineer - Riyadh, KSARiyadh, Saudi ArabiaApply NowFind out how well you match with this jobJob ID3093822## **Company:**Qualcomm Middle East Information Technology Company LLC## **Job Area:**Enginee",Full-time,https://sa.jooble.org/jdp/6764340318097326570,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Site Reliability Engineer,Thales,Khobar - via Thales Careers - Thales Group,,,Not Specified,Not Specified,"Location: Khobar, Saudi Arabia

Thales people architect identity management and data protection solutions at the heart of digital security. Business and governments rely on us to bring trust to the billions of digital interactions they have with people. Our technologies and services help banks excha",Full-time,https://careers.thalesgroup.com/global/en/job/R0330235/Site-Reliability-Engineer,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Senior Software Engineer (Data),Jobgether,Saudi Arabia - via BeBee,,,Not Specified,Not Specified,"This position is listed on behalf of a partner company, who manages all applications and next steps. Our partner is looking for a Senior Software Engineer (Data) based in Saudi Arabia.

This is an opportunity to join a lean, autonomous engineering team building products that help organizations bette",Full-time,https://bebee.com/sa/jobs/senior-software-engineer-data-jobgether--fj-2329072680,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Lead Software Engineer - Riyadh - Saudi National,Jari Solutions,Saudi Arabia - via Foundit,,,Not Specified,Not Specified,"We are hiring for a well-known governmental entity a Lead Software Engineer who will be responsible for leading the development team and driving the design, architecture, and delivery of high-quality software solutions. This role requires strong hands-on expertise in modern full-stack technologies,",Full-time,https://www.founditgulf.com/job/lead-software-engineer-riyadh-saudi-national-jari-solutions-saudi-arabia-42721447,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
C++ Developer - Remote,YO IT Consulting,Jeddah - via LinkedIn,,,c++,Not Specified,"Job Title: C++ Developer

Job Type: Contractor

Location: Remote

Job Summary

Join our customer team as an expert C++ Developer focused on advancing a cutting-edge AI agent project. You will use your deep expertise in C++ to design, optimize, and train AI models, directly contributing to breakthrou",Full-time,https://sa.linkedin.com/jobs/view/c%2B%2B-developer-remote-at-yo-it-consulting-4431570017,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Full Stack Developer,Perfect Vision,Dammam - via LinkedIn,,,Not Specified,Not Specified,"Dammam, Saudi Arabia

Apply Now!

Job Role: Full Stack Developer - Remote

• Company: Perfect Vision — Dammam, Eastern Province, Saudi Arabia
• Department: Automation

Role Summary Perfect Vision is looking for a Full Stack Developer to join our growing Automation Department. We are looking for some",Full-time,https://sa.linkedin.com/jobs/view/full-stack-developer-at-perfect-vision-4458712297,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Software Developer,Artificial Intelligence Global Company,Saudi Arabia - via Foundit,,,Not Specified,Not Specified,"We are seeking a Programmer to work with the Pipelines, Distributions, & Terminals (PD&T) Admin Area to develop, implement, and maintain computer-based programs, systems, and procedures. The successful candidate will utilize their skills in programming, and software coding techniques to create, revi",Full-time,https://www.founditgulf.com/job/software-developer-artificial-intelligence-global-company-saudi-arabia-62962907,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Application Developer ( Saudi Arabia ),Eram Talent,Saudi Arabia - via Bayt.com,,,Not Specified,3 years of experience,"ERAM Talent is seeking a motivated Application Developer to join our client in Dhahran, Saudi Arabia .
This is an excellent opportunity for fresh graduates and early-career professionals (0–3 years of experience) who are passionate about software development, secure coding practices, and modern appl",Full-time,https://www.bayt.com/ar/saudi-arabia/jobs/application-developer-saudi-arabia-74938870/,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
"Senior PHP Backend Developer (Riyadh, KSA)",FileCloud,Riyadh - via LinkedIn,,,php,Not Specified,"FileCloud is looking for an enthusiastic Senior PHP Backend Developer to join our team in Riyadh, Kingdom of Saudi Arabia. As part of the Growth & Expansion team, you will be responsible for developing server-side functionality and building scalable cloud-based services. We are looking for a mid-lev",Full-time,https://sa.linkedin.com/jobs/view/senior-php-backend-developer-riyadh-ksa-at-filecloud-4455389010,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Senior .NET Developer,Unison Group,Khobar - via GulfTalent,,,"c#, .net",Not Specified,"Key responsibilities

Design, develop, test, and maintain enterprise applications using .NET Framework, ASP.NET Core, and C#.

Develop and maintain RESTful APIs and SOAP/XML web services for seamless application integration.

Build scalable and secure integration solutions with internal and third-pa",Full-time,https://www.gulftalent.com/saudi-arabia/jobs/senior-net-developer-617472,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Business Software Developer,Shashikamal Enterprise IT,Dammam - via BeBee,,,Not Specified,Not Specified,"Job Description: Business Software Developer

Company: Shashikamal Enterprise IT

Location: Dammam, Saudi Arabia
Position: Business Software Developer

Job Summary

Shashikamal Enterprise IT is seeking a skilled and motivated Business Software Developer to design, develop, implement, and maintain bu",Full-time,https://bebee.com/sa/jobs/business-software-developer-shashikamal-enterprise-it-dammam--t7xk-767932957,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Back End Developer,CleanLife co.,Riyadh - via إنديد,,,Not Specified,Not Specified,"We're Hiring | Back End Developer

Location: Riyadh, Saudi Arabia

We are looking for an experienced Backend Developer to join our growing engineering team. If you're passionate about building scalable systems, designing high-performance APIs, solving complex backend challenges, and working with mod",Full-time,https://sa.indeed.com/viewjob?jk=9493b57dd67e6cd8,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Senior Java & IoT Back-end Developer,Perfect Vision - KSA,Saudi Arabia - via Naukrigulf,,,java,Not Specified,"Position Overview We are seeking an experienced Senior Java Backend Developer to join our dynamic engineering team working on a high-concurrency IoT PaaS platform. This role requires a technical leader who can design and develop scalable backend systems for IoT data collection, processing, and analy",Full-time,https://www.naukrigulf.com/senior-java-iot-back-end-developer-jobs-in-dammam-khobar-eastern-province-saudi-arabia-in-perfect-vision-ksa-7-to-12-years-n-cd-40002266-jid-030726500569,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Senior Backend Engineer,Salla,Jeddah - via GulfTalent,,,Not Specified,Not Specified,"We are looking for a Senior Backend Engineer - Checkout

Join our engineering team focused on fintech, checkout, and promotions. You will design, build, and scale highly available backend systems that power mission-critical payment experiences, checkout flows, promotions, loyalty, pricing, and finan",Full-time,https://www.gulftalent.com/saudi-arabia/jobs/senior-backend-engineer-610420,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Software Developer (Backend SaaS),Canonical,Riyadh - via LinkedIn,,,Not Specified,Not Specified,"Canonical is a leading provider of open source software and operating systems to the global enterprise and technology markets. Our platform, Ubuntu, is very widely used in breakthrough enterprise initiatives such as public cloud, data science, AI, engineering innovation, and IoT. Our customers inclu",Full-time,https://sa.linkedin.com/jobs/view/software-developer-backend-saas-at-canonical-4358990958,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Senior Backend Engineer - Microservices | Remote & Growth,Innovationteam,Jeddah - via Jobs In Saudi Arabia - Jooble,,,microservices,minimum of 5 years,"A dynamic technology company in Saudi Arabia is seeking a skilled SR Backend Developer to join their team. The role involves designing robust microservices, collaborating with cross-functional teams, and mentoring junior developers. The ideal candidate will have a minimum of 5 years in software deve",Full-time,https://sa.jooble.org/jdp/-3814693780746243156,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Senior PHP Backend Engineer – Cloud & APIs (Riyadh Office),FileCloud,Riyadh - via JobLeads,,,php,Not Specified,"FileCloud is seeking a Senior PHP Backend Developer to join our Growth & Expansion team in Riyadh, Saudi Arabia. This fully office-based role involves developing server-side functionality and building scalable cloud-based services, collaborating with a global FileCloud team.

The candidate should ha",Full-time,https://www.jobleads.com/sa/job/senior-php-backend-engineer-cloud-apis-riyadh-office--riyadh--ea93660c139977e31407239d2e477c049,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Senior Java Backend Engineer - Scalable Microservices,Alrawasi Co.,Jeddah - via BeBee,,,"java, microservices",Not Specified,"Alrawasi Co. in Saudi Arabia is seeking a Senior Backend Developer to design and build scalable Java-based backends, microservices and APIs for a high-concurrency platform.

You will mentor engineers, collaborate with product teams, and shape data models, cloud services, and testing strategies while",Full-time,https://bebee.com/sa/jobs/senior-java-backend-engineer-scalable-microservices-alrawasi-co-jeddah--bs-sa-14888463-ea84-4de1-8b32-183648d7e37d,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Frontend Developer (Web & Mobile),Masterworks,Saudi Arabia - via Foundit,,,Not Specified,Not Specified,"We are looking for a talented and experienced Senior Front-End Engineer to lead the design and development of intuitive and responsive user interfaces for both web and mobile applications. The ideal candidate will be responsible for integrating backend APIs, ensuring real-time data synchronization,",Full-time,https://www.founditgulf.com/job/frontend-developer-web-mobile-masterworks-saudi-arabia-62557621,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Front-End Developer,Perfect Vision Website,Dammam - via BeBee,,,Not Specified,Not Specified,"FrontEnd Developer
Dammam Saudi Arabia

Location: Dammam

Job Type: Fulltime

Experience Level: Senior

Job Summary:

We are lookingfor a skilled Rich FrontEnd Development Engineer to join our team andplay a key role in developing visually stunning responsive and highlyinteractive web applications.",Full-time,https://bebee.com/sa/jobs/front-end-developer-perfect-vision-website-dammam--talent-590980671647852718,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Senior Frontend Developer,Perfect Vision - KSA,المنطقة الشرقية - via JobLeads,,,Not Specified,Not Specified,"We are seeking an experienced Senior Frontend Developer to join our dynamic engineering team This role requires a technical leader who can build scalable high-performance web applications while mentoring junior developers and collaborating cross-functionally to deliver exceptional user experiences
K",Full-time,https://www.jobleads.com/sa/job/senior-frontend-developer--eastern-province--e0c554b3925f2286f1d2b7792dceefe29,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Frontend Developer,EPAM,Khobar - via Jobrapido.com,,,Not Specified,Not Specified,"About us

EPAM Systems is a leading global provider of digital platform engineering and software development services. Founded in 1993 and headquartered in Newtown, Pennsylvania, EPAM has been helping clients navigate digital transformation for over 30 years, delivering innovative solutions to stay",Full-time,https://sa.jobrapido.com/jobpreview/2306421058124644352,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Frontend React Developer,NEOM Digital Hub,Riyadh - via GetSaudiJobs,,,react,3+ years,"Responsibilities

• Develop responsive web applications using React.js

• Optimize UI for performance and scalability

• Collaborate with backend teams and designers

• Maintain reusable components

• Ensure cross-browser compatibility

Qualifications

• 3+ years experience in frontend develo",Full-time,https://www.getsaudijobs.com/jobs/view/frontend-react-developer,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Remote Frontend Engineer: Pixel-Perfect UI & Design Systems,YO IT Consulting,Riyadh - via JobLeads,,,Not Specified,Not Specified,"YO IT Consulting invites a Frontend Software Engineer to join on a remote contract basis. You will craft high-quality frontend solutions, evaluate UI implementations, and translate design systems into practical deliverables.

Responsibilities include implementing pixel-perfect, responsive components",Full-time,https://www.jobleads.com/sa/job/remote-frontend-engineer-pixel-perfect-ui-design-systems--riyadh--e059a030726183098ed93b5875f07d83b,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
React JS Developer,Capital Numbers,Riyadh - via BeBee,,,react,Not Specified,"Job Description: React JS Developer (Banking/FinTech)

Location: Riyadh, Saudi Arabia

Experience: 4–6 Years

Industry: Banking / FinTech / Digital Payments

About the Role

We are looking for an experienced React JS Developer to join our Banking/FinTech technology team in Riyadh. The ideal candidat",Full-time,https://bebee.com/sa/jobs/react-js-developer-capital-numbers--techmap_sa_4437984164,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Web App Frontend Developer,Linnk Group,Riyadh - via GetSaudiJobs,,,"javascript, angular",Not Specified,"• Angular 15 developer


• Firm grasp of the JavaScript and Type Script language and its nuances, including ES6+ syntax


• Knowledge of functional and object-oriented programming


• Ability to write well-documented, clean JavaScript code


• Rock solid at working with third-party dependenc",Full-time,https://www.getsaudijobs.com/jobs/view/web-app-frontend-developer,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Front End Developer (Remote),core code io,Saudi Arabia - via Jobrapido.com,,,Not Specified,Not Specified,"Job Role:
We are looking for a seasoned frontend developer to join our product team. This role requires you to be a tech-savvy contributor in translating the customer needs and user expectation into interactive web apps. You'll be an exceptional problem solver and take responsible actions in ensurin",Full-time,https://sa.jobrapido.com/jobpreview/632438794091495424,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Full Stack Developer,Müller`s Solutions,Dhahran - via GulfTalent,,,"typescript, node.js",6 years of experience,"Job summary

We are seeking a skilled and experienced full stack developer with 5–6 years of experience in modern web application development. The ideal candidate will have strong expertise in ReactJS, TypeScript, Node.js, REST APIs, and authentication mechanisms. The candidate will be responsible f",Full-time,https://www.gulftalent.com/saudi-arabia/jobs/full-stack-developer-601445,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Dot Net Full Stack Developer,Raqmiyat L.L.C,Riyadh - via Naukrigulf,,,"c#, sql, .net",Not Specified,"C# and Object-Oriented Programming (OOP)Dot NET Framework and Dot NET CoreAsynchronous ProgrammingASP .NET CoreRESTful Web APIsEntity Framework CoreHTML5, CSS3, and Responsive Web Design (e.g., Bootstrap)JavaScriptReact and/or AngularMicrosoft SQL ServerGit and Version ControlSoftware Testing and De",Full-time,https://www.naukrigulf.com/dot-net-full-stack-developer-jobs-in-riyadh-saudi-arabia-in-raqmiyat-l-l-c-2-to-8-years-m-cd-111352-jid-120826001451,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Full Stack Developer (React / Node.js),Raya logistic services,Riyadh - via BeBee,,,"go, react, node.js",Not Specified,"WE ARE HIRING: FULL STACK DEVELOPER (REACT / NODE.JS)

Location: Riyadh, Saudi Arabia (Full-Time, On-Site)

ABOUT RAYA LOGISTIC SERVICES

Raya Logistic Services is a leading Saudi company specializing in integrated support services and advanced operational logistics. We go beyond traditional logisti",Full-time,https://bebee.com/sa/jobs/full-stack-developer-react-nodejs-raya-logistic-services--techmap_sa_4439665658,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Senior Full Stack Developer,Silver Edge Arabia,المنطقة الشرقية - via Sa.talent.com,,,agentic,Not Specified,Senior FullStack Developer (Agentic AI Focus) Grade: Senior Consultant Location: Saudi Arabia (KSA) Work Model: Hybrid The Opportunity Are you a FullStack expert ready to build the interface and infrastructure for the Generative AI revolution? We are seeking a Senior FullStack Developer to lead the,Full-time,https://sa.talent.com/view?id=612492988924104355,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Full Stack Engineer (Fresh Graduate - Saudi),Ejadah Management Consultancy,Riyadh - via BeBee,,,react,Not Specified,"Title: Full Stack Engineer

Full-Stack Engineer — Frontend Focus — Under-the-radar tech startup

Location: Riyadh, Saudi Arabia

Who we're looking for A fresh graduate or recently unemployed developer who cares about how things look and feel as much as how they work. You are comfortable in React.js,",Full-time,https://bebee.com/sa/jobs/full-stack-engineer-fresh-graduate-saudi-ejadah-management-consultancy--techmap_sa_4439732114,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Mid-Senior Fullstack Developer (Remote),Stllr Network,Dhahran - via Jobs In Saudi Arabia - Jooble,,,Not Specified,Not Specified,"Overview

At Stllr Network, we’re building the future of creator–brand collaborations, and we’re looking for a Mid-Senior Full-Stack Developer to help us scale our platform. If you’re passionate about building impactful digital products and want to take ownership of key features across web and mobil",Full-time,https://sa.jooble.org/jdp/400215133839950828,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Fullstack Developer (Vibe Coding Specialist),tafaul,Saudi Arabia - via Jobrapido.com,,,Not Specified,Not Specified,"We are looking for a Fullstack Developer to serve as our builder and 'Developer #1.' In this role, you are responsible for the end-to-end creation of our applications, focusing on 'vibe coding'—a philosophy of high-velocity development where you use AI orchestration to move from intent to functional",Full-time,https://sa.jobrapido.com/jobpreview/6988414248078540800,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Senior Fullstack Developer,Riyadh Air | طيران الرياض,منطقة Riyadh - via BeBee,,,Not Specified,Not Specified,"Riyadh Air (RX), headquartered in the Saudi Capital, is the new national airline that’s shaping the future of flying. It seeks to lead the aviation industry by transforming Saudi Arabia into a global aviation and trade hub - a digitally native airline that will connect the kingdom to more than 100 d",Full-time,https://bebee.com/sa/jobs/senior-fullstack-developer-riyadh-air-riyadh-region--t7xk-768259541,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Full Stack Web Developer,PPOAR,الرس - via JobLeads,,,Not Specified,Not Specified,"Web Developer vacancy in Ar Rass Saudi Arabia

Full Stack Web Developer

Location: Ar Rass, Egypt

As a Full Stack Web Developer, you will be responsible for creating and maintaining web applications for our company. You will work closely with our team to develop user-friendly and responsive website",Full-time,https://www.jobleads.com/sa/job/full-stack-web-developer--ar-rass--e6cd525edbfe6a658d4002f498c6a3bd8,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Senior Mobile Engineer,Zid | زد,Riyadh - via LinkedIn,,,Not Specified,Not Specified,"📍 Location: Riyadh, Saudi Arabia | Type: Hybird

Build Mobile Experiences. Scale Impact. Power Commerce.

At Zid, we’re not just building software, we're building the infrastructure behind retail success in Saudi Arabia. Our mission is to empower merchants to start, grow, and scale through a unified",Full-time,https://sa.linkedin.com/jobs/view/senior-mobile-engineer-at-zid-%D8%B2%D8%AF-4457889746?refId=IRhnyrodNzO%2F08ptCyS2mw%3D%3D&trackingId=taowzbT46tgUsDqGz%2BzAOw%3D%3D,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Mobile Engineer,CoorB,Jeddah - via LinkedIn,,,Not Specified,3 years of experience,"We are looking for a talented and motivated Mobile Engineer with 1–3 years of experience in developing, testing, and maintaining mobile applications. The ideal candidate should have hands-on experience in building high-quality Android and/or iOS applications, a solid understanding of mobile applicat",Full-time,https://sa.linkedin.com/jobs/view/mobile-engineer-at-coorb-4449786368,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Lead Mobile App Developer,Jobgether,جيزان - via Jobs In Saudi Arabia - Jooble,,,Not Specified,Not Specified,"This position is listed on behalf of a partner company, who manages all applications and next steps. Our partner is looking for a Lead Mobile App Developer based in Saudi Arabia.

This role offers the opportunity to lead the development of high-quality mobile applications used by customers worldwide",Full-time,https://sa.jooble.org/jdp/5772246716744027260,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Mobile App Engineer - Team Lead,SIHAMCO,Saudi Arabia - via Bayt.com,,,Not Specified,Not Specified,"We are seeking a versatile and results-driven Senior Software Engineer who is ready to step into a Team Lead role to design, develop, and deliver robust, scalable, and innovative solutions across the full technology stack.
The ideal candidate possesses deep expertise in both front-end and back-end d",Full-time,https://www.bayt.com/en/saudi-arabia/jobs/mobile-app-engineer-team-lead-73651233/,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
IT Business Specialist - Mobile Application Developer,Black Pearl Consult,Riyadh - via Jobrapido.com,,,Not Specified,Not Specified,"IT Business Specialist - Mobile Application Developer
Dammam, Saudi Arabia | Posted on 07/07/2025
Our client, one of the leading Healthcare facilities, is currently looking for an IT Business Specialist - Mobile Application Developer for the Saudi Arabia location.
Programming Languages:
Familiarity",Full-time,https://sa.jobrapido.com/jobpreview/6876645867458134016,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Mobile Engineer: Build Android & iOS Apps,CoorB,Jeddah - via JobLeads,,,Not Specified,3 years of experience,"CoorB in Jeddah, Saudi Arabia, is seeking a talented Mobile Engineer with 1–3 years of experience to design, build, test, and maintain mobile apps for Android and iOS. You will collaborate with product managers, UI/UX designers, backend developers, and QA to deliver scalable solutions, implement RES",Full-time,https://www.jobleads.com/sa/job/mobile-engineer-build-android-ios-apps--jeddah--e2cc6c16b5e421e9a7515831499f86b55,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Mobile application Project Manager,RP,Jubail - via Smart Recruiters Jobs,,,Not Specified,Not Specified,"Company Description

Enwan Al Jazeera is a newly formed Saudi company by a group of partners to invest in technology, especially in the development and implementation of web and mobile applications and providing strategic support to entrepreneurs and idea owners in the business of technology, and co",Full-time,https://jobs.smartrecruiters.com/RP1/743999681177135-mobile-application-project-manager,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
IT Business Specialist - Mobile Application Developer,Black Pearl Consultants,Dammam - via Built In,,,"java, javascript, typescript, kotlin, react",Not Specified,"Our client, one of the leading Healthcare facilities, is currently looking for an IT Business Specialist - Mobile Application Developer for the Saudi Arabia location.

• Programming Languages:

• Proficient Dart (for Flutter), JavaScript/TypeScript (for React Native)

• Familiarity in Java/Kotlin /S",Full-time,https://builtin.com/job/it-business-specialist-mobile-application-developer/9847066,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Data Scientist,Chalhoub Group,Dammam - via GulfTalent,,,Not Specified,Not Specified,"????? ???????

????? ?????? ?????? ????? ?? ??? ??????? ???????? ??? ????? ??????? ???????? ??????? ??????? ???????? ???? ?????. ????? ?? ???? ??????? ?????? ??? ????? ?????? ?? ??????? ?? ????????? ?????? ???? ?? ??? ?? ??? ????? ?? ???? ?????.

?????? ???????????:

• ?????? ??????? ??????? ???????",Full-time,https://www.gulftalent.com/saudi-arabia/jobs/data-scientist-623788,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Data Scientist,Artefact,Jeddah - via LinkedIn,,,Not Specified,Not Specified,"About us:

Artefact is a new generation of a data service provider, specialising in data consulting and data-driven digital marketing, dedicated to transforming data into business impact across the entire value chain of organisations. We are proud to say we’re enjoying skyrocketing growth.

Our broa",Full-time,https://sa.linkedin.com/jobs/view/data-scientist-at-artefact-4452577770,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Senior Data Scientist,Devsinc,Riyadh - via GulfTalent,,,machine learning,Not Specified,"Description

We are seeking an experienced Data Scientist – Compliance (Banking) to develop, validate, and deploy advanced analytics and machine learning solutions that support regulatory compliance, financial crime prevention, and risk management initiatives within the banking environment. The idea",Full-time,https://www.gulftalent.com/saudi-arabia/jobs/senior-data-scientist-597014,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Senior Data Science Consultant – Cards Marketing Analytics,Onepoint Consultants DWC- LLC,Jeddah - via Naukrigulf,,,Not Specified,Not Specified,"We are seeking a Senior Data Science Consultant – Cards Marketing Analytics to join our client team in Jeddah, Saudi Arabia. This role involves leveraging advanced analytics and predictive modeling to drive marketing strategies for credit and debit card portfolios. The ideal candidate will have exte",Full-time,https://www.naukrigulf.com/senior-data-science-consultant-cards-marketing-analytics-jobs-in-jeddah-saudi-arabia-in-one-point-human-resource-management-consultants-7-to-8-years-n-cd-83636-jid-090726001057,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Senior Data Scientist / Senior ML Engineer,Foodics,Saudi Arabia - via Foundit,,,Not Specified,Not Specified,"Description

Who Are We
We Are Foodics! a leading restaurant management ecosystem and payment tech provider. Founded in 2014 with headquarter in Riyadh and offices across 5 countries, including UAE, Egypt, Jordan and Kuwait. We are currently serving customers and partners in over 35 different countr",Full-time,https://www.founditgulf.com/job/senior-data-scientist-senior-ml-engineer-foodics-saudi-arabia-62210080,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
Expert Data Scientist,Masterworks,Saudi Arabia - via Jobrapido.com,,,machine learning,Not Specified,"Role Summary
The Expert Data Scientist is responsible for developing advanced AI and machine learning models, performing complex data analysis, designing end-to-end AI solutions, and supporting technical teams in delivering data-driven initiatives. The role requires strong technical expertise, analy",Full-time,https://sa.jobrapido.com/jobpreview/1710452770521219072,jsearch,1,2026-09-12T11:36:41.383452+00:00,2026-09-12T11:44:25.761937+00:00
